Comunidades y ciudades autónomas;País de nacimiento;Periodo;Total
14 Murcia, Región de;Otro país de Asia;2016;184
14 Murcia, Región de;Otro país de Asia;2015;84
14 Murcia, Región de;Otro país de Asia;2014;58
14 Murcia, Región de;Otro país de Asia;2013;74
14 Murcia, Región de;Otro país de Asia;2012;53
14 Murcia, Región de;Otro país de Asia;2011;77
14 Murcia, Región de;Otro país de Asia;2010;42
14 Murcia, Región de;Otro país de Asia;2009;46
14 Murcia, Región de;Otro país de Asia;2008;41
14 Murcia, Región de;Oceanía ;2021;10
14 Murcia, Región de;Oceanía ;2020;10
14 Murcia, Región de;Oceanía ;2019;15
14 Murcia, Región de;Oceanía ;2018;22
14 Murcia, Región de;Oceanía ;2017;6
14 Murcia, Región de;Oceanía ;2016;12
14 Murcia, Región de;Oceanía ;2015;8
14 Murcia, Región de;Oceanía ;2014;11
14 Murcia, Región de;Oceanía ;2013;4
14 Murcia, Región de;Oceanía ;2012;2
14 Murcia, Región de;Oceanía ;2011;1
14 Murcia, Región de;Oceanía ;2010;5
14 Murcia, Región de;Oceanía ;2009;4
14 Murcia, Región de;Oceanía ;2008;13
15 Navarra, Comunidad Foral de;Total;2021;6.232
15 Navarra, Comunidad Foral de;Total;2020;5.862
15 Navarra, Comunidad Foral de;Total;2019;9.856
15 Navarra, Comunidad Foral de;Total;2018;8.916
15 Navarra, Comunidad Foral de;Total;2017;7.007
15 Navarra, Comunidad Foral de;Total;2016;5.192
15 Navarra, Comunidad Foral de;Total;2015;3.983
15 Navarra, Comunidad Foral de;Total;2014;3.651
15 Navarra, Comunidad Foral de;Total;2013;3.287
15 Navarra, Comunidad Foral de;Total;2012;3.565
15 Navarra, Comunidad Foral de;Total;2011;4.565
15 Navarra, Comunidad Foral de;Total;2010;4.327
15 Navarra, Comunidad Foral de;Total;2009;4.978
15 Navarra, Comunidad Foral de;Total;2008;8.041
15 Navarra, Comunidad Foral de;España;2021;396
15 Navarra, Comunidad Foral de;España;2020;306
15 Navarra, Comunidad Foral de;España;2019;413
15 Navarra, Comunidad Foral de;España;2018;433
15 Navarra, Comunidad Foral de;España;2017;481
15 Navarra, Comunidad Foral de;España;2016;445
15 Navarra, Comunidad Foral de;España;2015;404
15 Navarra, Comunidad Foral de;España;2014;371
15 Navarra, Comunidad Foral de;España;2013;284
15 Navarra, Comunidad Foral de;España;2012;252
15 Navarra, Comunidad Foral de;España;2011;247
15 Navarra, Comunidad Foral de;España;2010;210
15 Navarra, Comunidad Foral de;España;2009;213
15 Navarra, Comunidad Foral de;España;2008;215
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2021;735
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2020;725
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2019;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2018;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2017;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2016;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2015;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2014;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2013;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2012;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2011;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2010;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2009;""
15 Navarra, Comunidad Foral de;UE27_2020 sin España;2008;""
15 Navarra, Comunidad Foral de;UE28 sin España;2021;""
15 Navarra, Comunidad Foral de;UE28 sin España;2020;""
15 Navarra, Comunidad Foral de;UE28 sin España;2019;1.079
15 Navarra, Comunidad Foral de;UE28 sin España;2018;1.151
15 Navarra, Comunidad Foral de;UE28 sin España;2017;1.052
15 Navarra, Comunidad Foral de;UE28 sin España;2016;888
15 Navarra, Comunidad Foral de;UE28 sin España;2015;848
15 Navarra, Comunidad Foral de;UE28 sin España;2014;743
15 Navarra, Comunidad Foral de;UE28 sin España;2013;728
15 Navarra, Comunidad Foral de;UE28 sin España;2012;866
15 Navarra, Comunidad Foral de;UE28 sin España;2011;1.385
15 Navarra, Comunidad Foral de;UE28 sin España;2010;1.344
15 Navarra, Comunidad Foral de;UE28 sin España;2009;1.260
15 Navarra, Comunidad Foral de;UE28 sin España;2008;2.260
15 Navarra, Comunidad Foral de;Bélgica;2021;9
15 Navarra, Comunidad Foral de;Bélgica;2020;7
15 Navarra, Comunidad Foral de;Bélgica;2019;7
15 Navarra, Comunidad Foral de;Bélgica;2018;7
15 Navarra, Comunidad Foral de;Bélgica;2017;9
15 Navarra, Comunidad Foral de;Bélgica;2016;4
15 Navarra, Comunidad Foral de;Bélgica;2015;5
15 Navarra, Comunidad Foral de;Bélgica;2014;6
15 Navarra, Comunidad Foral de;Bélgica;2013;7
15 Navarra, Comunidad Foral de;Bélgica;2012;9
15 Navarra, Comunidad Foral de;Bélgica;2011;2
15 Navarra, Comunidad Foral de;Bélgica;2010;6
15 Navarra, Comunidad Foral de;Bélgica;2009;4
15 Navarra, Comunidad Foral de;Bélgica;2008;""
15 Navarra, Comunidad Foral de;Bulgaria;2021;122
15 Navarra, Comunidad Foral de;Bulgaria;2020;164
15 Navarra, Comunidad Foral de;Bulgaria;2019;298
15 Navarra, Comunidad Foral de;Bulgaria;2018;242
15 Navarra, Comunidad Foral de;Bulgaria;2017;244
15 Navarra, Comunidad Foral de;Bulgaria;2016;153
15 Navarra, Comunidad Foral de;Bulgaria;2015;148
15 Navarra, Comunidad Foral de;Bulgaria;2014;126
15 Navarra, Comunidad Foral de;Bulgaria;2013;135
15 Navarra, Comunidad Foral de;Bulgaria;2012;160
15 Navarra, Comunidad Foral de;Bulgaria;2011;395
15 Navarra, Comunidad Foral de;Bulgaria;2010;381
15 Navarra, Comunidad Foral de;Bulgaria;2009;314
15 Navarra, Comunidad Foral de;Bulgaria;2008;617
15 Navarra, Comunidad Foral de;Dinamarca;2021;7
15 Navarra, Comunidad Foral de;Dinamarca;2020;1
15 Navarra, Comunidad Foral de;Dinamarca;2019;7
15 Navarra, Comunidad Foral de;Dinamarca;2018;2
15 Navarra, Comunidad Foral de;Dinamarca;2017;1
15 Navarra, Comunidad Foral de;Dinamarca;2016;1
15 Navarra, Comunidad Foral de;Dinamarca;2015;1
15 Navarra, Comunidad Foral de;Dinamarca;2014;1
15 Navarra, Comunidad Foral de;Dinamarca;2013;1
15 Navarra, Comunidad Foral de;Dinamarca;2012;1
15 Navarra, Comunidad Foral de;Dinamarca;2011;""
15 Navarra, Comunidad Foral de;Dinamarca;2010;""
15 Navarra, Comunidad Foral de;Dinamarca;2009;1
15 Navarra, Comunidad Foral de;Dinamarca;2008;""
15 Navarra, Comunidad Foral de;Finlandia;2021;3
15 Navarra, Comunidad Foral de;Finlandia;2020;0
15 Navarra, Comunidad Foral de;Finlandia;2019;0
15 Navarra, Comunidad Foral de;Finlandia;2018;1
15 Navarra, Comunidad Foral de;Finlandia;2017;1
15 Navarra, Comunidad Foral de;Finlandia;2016;""
15 Navarra, Comunidad Foral de;Finlandia;2015;1
15 Navarra, Comunidad Foral de;Finlandia;2014;""
15 Navarra, Comunidad Foral de;Finlandia;2013;""
15 Navarra, Comunidad Foral de;Finlandia;2012;1
15 Navarra, Comunidad Foral de;Finlandia;2011;""
15 Navarra, Comunidad Foral de;Finlandia;2010;1
15 Navarra, Comunidad Foral de;Finlandia;2009;2
15 Navarra, Comunidad Foral de;Finlandia;2008;""
15 Navarra, Comunidad Foral de;Francia;2021;81
15 Navarra, Comunidad Foral de;Francia;2020;75
15 Navarra, Comunidad Foral de;Francia;2019;80
15 Navarra, Comunidad Foral de;Francia;2018;61
15 Navarra, Comunidad Foral de;Francia;2017;71
15 Navarra, Comunidad Foral de;Francia;2016;53
15 Navarra, Comunidad Foral de;Francia;2015;73
15 Navarra, Comunidad Foral de;Francia;2014;32
15 Navarra, Comunidad Foral de;Francia;2013;40
15 Navarra, Comunidad Foral de;Francia;2012;50
15 Navarra, Comunidad Foral de;Francia;2011;63
15 Navarra, Comunidad Foral de;Francia;2010;53
15 Navarra, Comunidad Foral de;Francia;2009;61
15 Navarra, Comunidad Foral de;Francia;2008;78
15 Navarra, Comunidad Foral de;Irlanda;2021;11
15 Navarra, Comunidad Foral de;Irlanda;2020;0
15 Navarra, Comunidad Foral de;Irlanda;2019;1
15 Navarra, Comunidad Foral de;Irlanda;2018;6
15 Navarra, Comunidad Foral de;Irlanda;2017;12
15 Navarra, Comunidad Foral de;Irlanda;2016;11
15 Navarra, Comunidad Foral de;Irlanda;2015;7
15 Navarra, Comunidad Foral de;Irlanda;2014;10
15 Navarra, Comunidad Foral de;Irlanda;2013;6
15 Navarra, Comunidad Foral de;Irlanda;2012;9
15 Navarra, Comunidad Foral de;Irlanda;2011;6
15 Navarra, Comunidad Foral de;Irlanda;2010;6
15 Navarra, Comunidad Foral de;Irlanda;2009;4
15 Navarra, Comunidad Foral de;Irlanda;2008;4
15 Navarra, Comunidad Foral de;Italia;2021;37
15 Navarra, Comunidad Foral de;Italia;2020;36
15 Navarra, Comunidad Foral de;Italia;2019;39
15 Navarra, Comunidad Foral de;Italia;2018;44
15 Navarra, Comunidad Foral de;Italia;2017;39
15 Navarra, Comunidad Foral de;Italia;2016;24
15 Navarra, Comunidad Foral de;Italia;2015;24
15 Navarra, Comunidad Foral de;Italia;2014;29
15 Navarra, Comunidad Foral de;Italia;2013;24
15 Navarra, Comunidad Foral de;Italia;2012;31
15 Navarra, Comunidad Foral de;Italia;2011;28
15 Navarra, Comunidad Foral de;Italia;2010;35
15 Navarra, Comunidad Foral de;Italia;2009;28
15 Navarra, Comunidad Foral de;Italia;2008;48
15 Navarra, Comunidad Foral de;Países Bajos;2021;9
15 Navarra, Comunidad Foral de;Países Bajos;2020;8
15 Navarra, Comunidad Foral de;Países Bajos;2019;11
15 Navarra, Comunidad Foral de;Países Bajos;2018;6
15 Navarra, Comunidad Foral de;Países Bajos;2017;11
15 Navarra, Comunidad Foral de;Países Bajos;2016;9
15 Navarra, Comunidad Foral de;Países Bajos;2015;7
15 Navarra, Comunidad Foral de;Países Bajos;2014;4
15 Navarra, Comunidad Foral de;Países Bajos;2013;5
15 Navarra, Comunidad Foral de;Países Bajos;2012;3
15 Navarra, Comunidad Foral de;Países Bajos;2011;10
15 Navarra, Comunidad Foral de;Países Bajos;2010;7
15 Navarra, Comunidad Foral de;Países Bajos;2009;7
15 Navarra, Comunidad Foral de;Países Bajos;2008;9
15 Navarra, Comunidad Foral de;Polonia;2021;14
15 Navarra, Comunidad Foral de;Polonia;2020;11
15 Navarra, Comunidad Foral de;Polonia;2019;13
15 Navarra, Comunidad Foral de;Polonia;2018;12
15 Navarra, Comunidad Foral de;Polonia;2017;17
15 Navarra, Comunidad Foral de;Polonia;2016;19
15 Navarra, Comunidad Foral de;Polonia;2015;15
15 Navarra, Comunidad Foral de;Polonia;2014;28
15 Navarra, Comunidad Foral de;Polonia;2013;8
15 Navarra, Comunidad Foral de;Polonia;2012;21
15 Navarra, Comunidad Foral de;Polonia;2011;23
15 Navarra, Comunidad Foral de;Polonia;2010;26
15 Navarra, Comunidad Foral de;Polonia;2009;31
15 Navarra, Comunidad Foral de;Polonia;2008;55
15 Navarra, Comunidad Foral de;Portugal;2021;106
15 Navarra, Comunidad Foral de;Portugal;2020;92
15 Navarra, Comunidad Foral de;Portugal;2019;101
15 Navarra, Comunidad Foral de;Portugal;2018;127
15 Navarra, Comunidad Foral de;Portugal;2017;104
15 Navarra, Comunidad Foral de;Portugal;2016;91
15 Navarra, Comunidad Foral de;Portugal;2015;103
15 Navarra, Comunidad Foral de;Portugal;2014;78
15 Navarra, Comunidad Foral de;Portugal;2013;113
15 Navarra, Comunidad Foral de;Portugal;2012;120
15 Navarra, Comunidad Foral de;Portugal;2011;156
15 Navarra, Comunidad Foral de;Portugal;2010;153
15 Navarra, Comunidad Foral de;Portugal;2009;223
15 Navarra, Comunidad Foral de;Portugal;2008;544
15 Navarra, Comunidad Foral de;Alemania;2021;35
15 Navarra, Comunidad Foral de;Alemania;2020;38
15 Navarra, Comunidad Foral de;Alemania;2019;36
15 Navarra, Comunidad Foral de;Alemania;2018;58
15 Navarra, Comunidad Foral de;Alemania;2017;49
15 Navarra, Comunidad Foral de;Alemania;2016;40
15 Navarra, Comunidad Foral de;Alemania;2015;22
15 Navarra, Comunidad Foral de;Alemania;2014;17
15 Navarra, Comunidad Foral de;Alemania;2013;38
15 Navarra, Comunidad Foral de;Alemania;2012;38
15 Navarra, Comunidad Foral de;Alemania;2011;34
15 Navarra, Comunidad Foral de;Alemania;2010;24
15 Navarra, Comunidad Foral de;Alemania;2009;44
15 Navarra, Comunidad Foral de;Alemania;2008;39
15 Navarra, Comunidad Foral de;Rumanía;2021;267
15 Navarra, Comunidad Foral de;Rumanía;2020;276
15 Navarra, Comunidad Foral de;Rumanía;2019;416
15 Navarra, Comunidad Foral de;Rumanía;2018;509
15 Navarra, Comunidad Foral de;Rumanía;2017;424
15 Navarra, Comunidad Foral de;Rumanía;2016;416
15 Navarra, Comunidad Foral de;Rumanía;2015;401
15 Navarra, Comunidad Foral de;Rumanía;2014;363
15 Navarra, Comunidad Foral de;Rumanía;2013;306
15 Navarra, Comunidad Foral de;Rumanía;2012;354
15 Navarra, Comunidad Foral de;Rumanía;2011;587
15 Navarra, Comunidad Foral de;Rumanía;2010;580
15 Navarra, Comunidad Foral de;Rumanía;2009;491
15 Navarra, Comunidad Foral de;Rumanía;2008;783
15 Navarra, Comunidad Foral de;Suecia;2021;4
15 Navarra, Comunidad Foral de;Suecia;2020;1
15 Navarra, Comunidad Foral de;Suecia;2019;3
15 Navarra, Comunidad Foral de;Suecia;2018;1
15 Navarra, Comunidad Foral de;Suecia;2017;0
15 Navarra, Comunidad Foral de;Suecia;2016;2
15 Navarra, Comunidad Foral de;Suecia;2015;1
15 Navarra, Comunidad Foral de;Suecia;2014;2
15 Navarra, Comunidad Foral de;Suecia;2013;3
15 Navarra, Comunidad Foral de;Suecia;2012;3
15 Navarra, Comunidad Foral de;Suecia;2011;1
15 Navarra, Comunidad Foral de;Suecia;2010;2
15 Navarra, Comunidad Foral de;Suecia;2009;2
15 Navarra, Comunidad Foral de;Suecia;2008;1
15 Navarra, Comunidad Foral de;Lituania;2021;4
15 Navarra, Comunidad Foral de;Lituania;2020;2
15 Navarra, Comunidad Foral de;Lituania;2019;1
15 Navarra, Comunidad Foral de;Lituania;2018;5
15 Navarra, Comunidad Foral de;Lituania;2017;4
15 Navarra, Comunidad Foral de;Lituania;2016;2
15 Navarra, Comunidad Foral de;Lituania;2015;2
15 Navarra, Comunidad Foral de;Lituania;2014;3
15 Navarra, Comunidad Foral de;Lituania;2013;5
15 Navarra, Comunidad Foral de;Lituania;2012;5
15 Navarra, Comunidad Foral de;Lituania;2011;4
15 Navarra, Comunidad Foral de;Lituania;2010;10
15 Navarra, Comunidad Foral de;Lituania;2009;9
15 Navarra, Comunidad Foral de;Lituania;2008;24
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2021;26
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2020;14
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2019;14
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2018;23
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2017;16
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2016;19
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2015;10
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2014;15
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2013;14
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2012;20
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2011;26
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2010;23
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2009;20
15 Navarra, Comunidad Foral de;Otro país de la Unión Europea sin España;2008;28
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2021;295
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2020;221
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2019;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2018;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2017;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2016;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2015;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2014;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2013;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2012;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2011;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2010;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2009;""
15 Navarra, Comunidad Foral de;Europa menos UE27_2020;2008;""
15 Navarra, Comunidad Foral de;Reino Unido;2021;39
15 Navarra, Comunidad Foral de;Reino Unido;2020;50
15 Navarra, Comunidad Foral de;Reino Unido;2019;52
15 Navarra, Comunidad Foral de;Reino Unido;2018;47
15 Navarra, Comunidad Foral de;Reino Unido;2017;50
15 Navarra, Comunidad Foral de;Reino Unido;2016;43
15 Navarra, Comunidad Foral de;Reino Unido;2015;29
15 Navarra, Comunidad Foral de;Reino Unido;2014;29
15 Navarra, Comunidad Foral de;Reino Unido;2013;24
15 Navarra, Comunidad Foral de;Reino Unido;2012;39
15 Navarra, Comunidad Foral de;Reino Unido;2011;49
15 Navarra, Comunidad Foral de;Reino Unido;2010;35
15 Navarra, Comunidad Foral de;Reino Unido;2009;18
15 Navarra, Comunidad Foral de;Reino Unido;2008;29
15 Navarra, Comunidad Foral de;Europa menos UE28;2021;""
15 Navarra, Comunidad Foral de;Europa menos UE28;2020;""
15 Navarra, Comunidad Foral de;Europa menos UE28;2019;323
15 Navarra, Comunidad Foral de;Europa menos UE28;2018;336
15 Navarra, Comunidad Foral de;Europa menos UE28;2017;315
15 Navarra, Comunidad Foral de;Europa menos UE28;2016;204
15 Navarra, Comunidad Foral de;Europa menos UE28;2015;190
15 Navarra, Comunidad Foral de;Europa menos UE28;2014;185
15 Navarra, Comunidad Foral de;Europa menos UE28;2013;108
15 Navarra, Comunidad Foral de;Europa menos UE28;2012;146
15 Navarra, Comunidad Foral de;Europa menos UE28;2011;155
15 Navarra, Comunidad Foral de;Europa menos UE28;2010;186
15 Navarra, Comunidad Foral de;Europa menos UE28;2009;201
15 Navarra, Comunidad Foral de;Europa menos UE28;2008;258
15 Navarra, Comunidad Foral de;Noruega;2021;0
15 Navarra, Comunidad Foral de;Noruega;2020;0
15 Navarra, Comunidad Foral de;Noruega;2019;1
15 Navarra, Comunidad Foral de;Noruega;2018;2
15 Navarra, Comunidad Foral de;Noruega;2017;4
15 Navarra, Comunidad Foral de;Noruega;2016;""
15 Navarra, Comunidad Foral de;Noruega;2015;""
15 Navarra, Comunidad Foral de;Noruega;2014;""
15 Navarra, Comunidad Foral de;Noruega;2013;""
15 Navarra, Comunidad Foral de;Noruega;2012;3
15 Navarra, Comunidad Foral de;Noruega;2011;3
15 Navarra, Comunidad Foral de;Noruega;2010;""
15 Navarra, Comunidad Foral de;Noruega;2009;1
15 Navarra, Comunidad Foral de;Noruega;2008;""
15 Navarra, Comunidad Foral de;Suiza;2021;6
15 Navarra, Comunidad Foral de;Suiza;2020;2
15 Navarra, Comunidad Foral de;Suiza;2019;6
15 Navarra, Comunidad Foral de;Suiza;2018;5
15 Navarra, Comunidad Foral de;Suiza;2017;9
15 Navarra, Comunidad Foral de;Suiza;2016;7
15 Navarra, Comunidad Foral de;Suiza;2015;12
15 Navarra, Comunidad Foral de;Suiza;2014;8
15 Navarra, Comunidad Foral de;Suiza;2013;5
15 Navarra, Comunidad Foral de;Suiza;2012;4
15 Navarra, Comunidad Foral de;Suiza;2011;6
15 Navarra, Comunidad Foral de;Suiza;2010;6
15 Navarra, Comunidad Foral de;Suiza;2009;3
15 Navarra, Comunidad Foral de;Suiza;2008;3
15 Navarra, Comunidad Foral de;Ucrania;2021;83
15 Navarra, Comunidad Foral de;Ucrania;2020;46
15 Navarra, Comunidad Foral de;Ucrania;2019;114
15 Navarra, Comunidad Foral de;Ucrania;2018;130
15 Navarra, Comunidad Foral de;Ucrania;2017;124
15 Navarra, Comunidad Foral de;Ucrania;2016;84
15 Navarra, Comunidad Foral de;Ucrania;2015;82
15 Navarra, Comunidad Foral de;Ucrania;2014;88
